pressure_mmHg,sensVal,waveAmplitude
28.50,704.00,-1157106.12,
28.50,703.00,-1733193.75,
28.50,703.00,-1155462.50,
28.50,699.00,-1148888.12,
28.50,703.00,-1733193.75,
28.50,702.00,-1153818.87,
28.50,702.00,-1730728.37,
28.50,702.00,-1730728.37,
28.50,702.00,-1153818.87,
28.50,701.00,-1728262.87,
28.50,700.00,-1150531.75,
27.75,701.00,-1152175.37,
27.75,701.00,-1728262.87,
27.75,701.00,-1152175.37,
27.75,700.00,-1725797.50,
27.75,700.00,-1725797.50,
27.75,700.00,-1150531.75,
27.75,700.00,-1725797.50,
27.75,699.00,-861666.12,
27.75,699.00,-1148888.12,
27.75,699.00,-1723332.12,
27.75,698.00,-860433.37,
27.75,697.00,-1145600.87,
27.75,698.00,-1720866.62,
27.75,698.00,-860433.37,
27.75,697.00,-1718401.25,
27.00,697.00,-1718401.25,
27.00,697.00,-859200.68,
27.00,696.00,-1715935.75,
27.00,693.00,-1708539.50,
27.00,696.00,-1143957.25,
27.00,695.00,-1713470.37,
27.00,695.00,-1142313.62,
27.00,695.00,-1142313.62,
27.00,695.00,-1713470.37,
27.00,694.00,-1140670.00,
27.00,694.00,-1140670.00,
27.00,694.00,-1711005.00,
27.00,693.00,-1139026.37,
27.00,693.00,-1139026.37,
27.00,693.00,-1708539.50,
27.00,694.00,-1140670.00,
26.25,692.00,-1706074.12,
26.25,692.00,-1706074.12,
26.25,691.00,-1135739.12,
26.25,691.00,-1703608.62,
26.25,691.00,-1135739.12,
26.25,691.00,-1135739.12,
26.25,694.00,-1711005.00,
26.25,690.00,-1134095.50,
26.25,690.00,-1134095.50,
26.25,689.00,-1698677.87,
26.25,689.00,-1132451.87,
26.25,689.00,-1698677.87,
26.25,688.00,-1696212.37,
26.25,688.00,-1130808.25,
26.25,688.00,-1696212.37,
25.50,687.00,-1129164.62,
25.50,686.00,-1127521.12,
25.50,686.00,-1691281.50,
25.50,685.00,-1125877.50,
25.50,685.00,-1688816.12,
25.50,685.00,-1688816.12,
25.50,685.00,-1125877.50,
25.50,684.00,-1686350.75,
25.50,684.00,-1124233.87,
25.50,684.00,-1124233.87,
25.50,687.00,-1693747.00,
24.75,682.00,-1120946.62,
24.75,682.00,-1120946.62,
24.75,682.00,-1681419.87,
24.75,681.00,-1119303.00,
24.75,681.00,-1678954.37,
24.75,681.00,-1678954.37,
24.75,682.00,-1120946.62,
24.75,680.00,-1676489.00,
25.50,680.00,-838244.56,
25.50,679.00,-1116015.75,
25.50,679.00,-1674023.62,
25.50,680.00,-838244.56,
25.50,678.00,-1114372.12,
25.50,677.00,-1669092.75,
24.75,677.00,-834546.43,
24.75,677.00,-1112728.50,
24.75,677.00,-1669092.75,
24.75,677.00,-1112728.50,
25.50,679.00,-1674023.62,
24.75,676.00,-1666627.25,
24.75,676.00,-1111084.87,
24.75,675.00,-1664161.87,
24.75,675.00,-1109441.25,
24.75,674.00,-1661696.50,
24.75,674.00,-1661696.50,
24.75,670.00,-1101223.25,
24.75,673.00,-1659231.00,
24.75,673.00,-1659231.00,
24.00,673.00,-1106154.00,
24.00,672.00,-1656765.62,
24.00,672.00,-1656765.62,
24.00,672.00,-1104510.37,
24.00,672.00,-1656765.62,
24.00,671.00,-1102866.87,
23.25,671.00,-1654300.12,
23.25,670.00,-1651834.75,
23.25,669.00,-1099579.62,
23.25,670.00,-1651834.75,
23.25,669.00,-1099579.62,
23.25,668.00,-1097936.00,
23.25,667.00,-1644438.50,
22.50,667.00,-1096292.37,
22.50,667.00,-1096292.37,
22.50,666.00,-1641973.00,
22.50,667.00,-1096292.37,
22.50,665.00,-1639507.62,
22.50,664.00,-1637042.25,
21.75,664.00,-1091361.50,
21.75,663.00,-1634576.75,
21.75,663.00,-1089717.87,
21.75,662.00,-1088074.25,
21.75,660.00,-1627180.50,
21.75,660.00,-1084787.00,
21.75,661.00,-1629645.87,
21.00,660.00,-1627180.50,
21.00,659.00,-1083143.37,
21.00,659.00,-1624715.12,
21.00,658.00,-1081499.75,
21.00,657.00,-1079856.12,
20.25,656.00,-1617318.75,
20.25,656.00,-808659.43,
20.25,655.00,-1076569.00,
20.25,654.00,-1612388.00,
20.25,655.00,-807426.75,
20.25,653.00,-1609922.50,
20.25,653.00,-1609922.50,
20.25,652.00,-803728.62,
20.25,652.00,-1607457.12,
20.25,651.00,-1604991.62,
19.50,650.00,-801263.18,
19.50,652.00,-1607457.12,
19.50,649.00,-1066707.25,
19.50,648.00,-1065063.62,
19.50,647.00,-1595130.00,
19.50,647.00,-1063420.00,
19.50,646.00,-1061776.37,
19.50,645.00,-1590199.12,
19.50,645.00,-1060132.75,
19.50,644.00,-1587733.75,
19.50,644.00,-1587733.75,
18.75,643.00,-1056845.50,
18.75,642.00,-1582802.87,
18.75,641.00,-1053558.37,
18.75,641.00,-1053558.37,
18.75,640.00,-1577872.00,
18.75,639.00,-1050271.12,
18.75,639.00,-1575406.62,
18.75,639.00,-1575406.62,
18.75,638.00,-1048627.50,
18.75,640.00,-1577872.00,
18.75,637.00,-1046983.87,
18.75,636.00,-1045340.25,
18.75,635.00,-1565544.87,
18.75,635.00,-1043696.62,
18.75,635.00,-1565544.87,
18.75,633.00,-1560614.00,
18.75,633.00,-1040409.37,
18.00,632.00,-1558148.62,
18.00,632.00,-1038765.75,
18.00,631.00,-1037122.12,
18.00,631.00,-1555683.12,
18.00,630.00,-1035478.50,
18.00,629.00,-1550752.37,
18.00,628.00,-1548286.87,
18.00,628.00,-1032191.31,
18.00,627.00,-1545821.50,
18.00,627.00,-1545821.50,
18.00,626.00,-1028904.06,
18.00,626.00,-1543356.00,
18.00,625.00,-1027260.43,
18.00,625.00,-1027260.43,
18.00,623.00,-1535959.75,
17.25,623.00,-1023973.18,
17.25,623.00,-1535959.75,
17.25,622.00,-1533494.37,
17.25,618.00,-761816.37,
17.25,621.00,-1531028.87,
17.25,621.00,-1020686.00,
18.00,619.00,-763049.12,
18.00,619.00,-1526098.12,
18.00,619.00,-1017398.75,
17.25,618.00,-761816.37,
17.25,618.00,-1523632.62,
17.25,617.00,-1014111.50,
17.25,617.00,-1521167.25,
17.25,616.00,-1518701.75,
17.25,616.00,-1012467.87,
17.25,616.00,-1518701.75,
17.25,614.00,-1009180.68,
17.25,614.00,-1009180.68,
17.25,614.00,-1513771.00,
17.25,613.00,-1007537.06,
17.25,612.00,-1508840.12,
17.25,612.00,-1508840.12,
17.25,614.00,-1009180.68,
17.25,610.00,-1503909.25,
17.25,610.00,-1002606.18,
17.25,610.00,-1002606.18,
17.25,609.00,-1501443.87,
16.50,609.00,-1000962.56,
16.50,608.00,-1498978.37,
16.50,611.00,-1506374.62,
16.50,607.00,-997675.37,
16.50,607.00,-1496513.00,
15.75,606.00,-996031.75,
15.75,605.00,-994388.12,
15.75,605.00,-1491582.12,
15.75,604.00,-992744.50,
15.75,603.00,-991100.87,
15.75,603.00,-1486651.25,
15.75,603.00,-991100.87,
15.75,602.00,-989457.25,
15.75,601.00,-1481720.37,
15.75,599.00,-984526.43,
15.75,600.00,-986170.00,
15.75,599.00,-1476789.62,
15.75,599.00,-984526.43,
15.75,598.00,-982882.81,
15.75,598.00,-1474324.12,
15.75,597.00,-981239.18,
15.00,595.00,-1466927.87,
15.00,595.00,-1466927.87,
15.00,595.00,-977951.93,
15.00,595.00,-1466927.87,
15.00,594.00,-1464462.50,
15.00,593.00,-974664.68,
15.00,593.00,-1461997.00,
15.00,592.00,-1459531.62,
15.00,591.00,-971377.50,
15.00,591.00,-1457066.12,
15.00,590.00,-727300.43,
15.00,590.00,-969733.87,
15.00,592.00,-1459531.62,
15.00,589.00,-726067.68,
15.00,588.00,-966446.62,
15.00,587.00,-1447204.50,
14.25,587.00,-723602.31,
14.25,587.00,-964803.00,
14.25,585.00,-1442273.62,
14.25,586.00,-722369.56,
14.25,584.00,-959872.18,
14.25,584.00,-1439808.25,
14.25,583.00,-958228.56,
14.25,583.00,-958228.56,
14.25,582.00,-1434877.37,
14.25,582.00,-956584.93,
14.25,581.00,-954941.31,
14.25,580.00,-1429946.50,
14.25,580.00,-953297.68,
14.25,579.00,-951654.06,
14.25,579.00,-1427481.12,
14.25,580.00,-953297.68,
14.25,578.00,-1425015.62,
14.25,577.00,-1422550.25,
14.25,576.00,-946723.25,
14.25,576.00,-1420084.75,
14.25,576.00,-1420084.75,
14.25,575.00,-945079.62,
14.25,575.00,-1417619.37,
14.25,574.00,-943436.00,
14.25,574.00,-943436.00,
14.25,573.00,-1412688.50,
14.25,573.00,-941792.37,
14.25,570.00,-936861.50,
14.25,572.00,-1410223.12,
14.25,572.00,-940148.75,
14.25,571.00,-938505.12,
14.25,570.00,-1405292.25,
14.25,571.00,-938505.12,
14.25,570.00,-936861.50,
15.00,569.00,-1402826.87,
15.00,569.00,-935217.93,
15.00,569.00,-935217.93,
15.00,569.00,-1402826.87,
15.00,569.00,-935217.93,
15.00,568.00,-933574.31,
15.00,568.00,-1400361.37,
15.00,567.00,-931930.68,
15.00,567.00,-931930.68,
15.75,567.00,-1397896.00,
15.75,566.00,-930287.06,
15.75,567.00,-931930.68,
15.75,566.00,-1395430.50,
15.75,566.00,-930287.06,
15.75,566.00,-930287.06,
15.75,566.00,-1395430.50,
15.75,566.00,-930287.06,
15.75,565.00,-928643.43,
16.50,566.00,-1395430.50,
16.50,565.00,-928643.43,
16.50,565.00,-928643.43,
16.50,565.00,-1392965.12,
17.25,565.00,-928643.43,
17.25,565.00,-928643.43,
17.25,565.00,-928643.43,
17.25,566.00,-930287.06,
17.25,565.00,-928643.43,
17.25,565.00,-928643.43,
17.25,566.00,-930287.06,
17.25,566.00,-930287.06,
17.25,566.00,-930287.06,
17.25,566.00,-930287.06,
17.25,566.00,-930287.06,
18.00,566.00,-1395430.50,
18.00,566.00,-930287.06,
18.00,566.00,-930287.06,
18.00,568.00,-1400361.37,
18.00,566.00,-930287.06,
18.00,567.00,-931930.68,
18.00,566.00,-1395430.50,
18.00,566.00,-930287.06,
18.00,567.00,-931930.68,
18.00,567.00,-1397896.00,
18.00,567.00,-931930.68,
18.00,567.00,-931930.68,
18.00,567.00,-1397896.00,
18.00,567.00,-1397896.00,
18.00,567.00,-931930.68,
18.00,567.00,-1397896.00,
18.00,567.00,-1397896.00,
18.75,567.00,-931930.68,
18.75,568.00,-1400361.37,
18.75,568.00,-933574.31,
18.75,568.00,-933574.31,
18.75,568.00,-1400361.37,
18.75,567.00,-931930.68,
18.75,568.00,-933574.31,
18.75,569.00,-1402826.87,
18.75,569.00,-935217.93,
18.75,569.00,-935217.93,
18.75,569.00,-1402826.87,
18.75,569.00,-935217.93,
18.75,570.00,-936861.50,
18.75,570.00,-1405292.25,
18.75,570.00,-936861.50,
19.50,570.00,-936861.50,
19.50,571.00,-1407757.62,
19.50,572.00,-940148.75,
19.50,571.00,-938505.12,
19.50,571.00,-1407757.62,
19.50,572.00,-940148.75,
19.50,572.00,-940148.75,
19.50,572.00,-1410223.12,
19.50,572.00,-940148.75,
19.50,574.00,-943436.00,
19.50,572.00,-1410223.12,
19.50,573.00,-941792.37,
19.50,573.00,-941792.37,
19.50,573.00,-1412688.50,
19.50,575.00,-945079.62,
19.50,574.00,-943436.00,
19.50,574.00,-1415154.00,
19.50,574.00,-707577.00,
19.50,575.00,-945079.62,
19.50,575.00,-1417619.37,
19.50,575.00,-708809.75,
19.50,576.00,-946723.25,
19.50,575.00,-1417619.37,
19.50,575.00,-708809.75,
19.50,576.00,-946723.25,
19.50,576.00,-1420084.75,
19.50,576.00,-710042.43,
19.50,576.00,-946723.25,
20.25,577.00,-1422550.25,
20.25,577.00,-711275.18,
20.25,577.00,-948366.87,
20.25,577.00,-1422550.25,
20.25,578.00,-950010.43,
20.25,576.00,-1420084.75,
20.25,578.00,-1425015.62,
20.25,579.00,-951654.06,
20.25,579.00,-1427481.12,
20.25,579.00,-951654.06,
20.25,580.00,-953297.68,
21.00,580.00,-1429946.50,
21.00,580.00,-953297.68,
21.00,581.00,-954941.31,
21.00,581.00,-1432411.87,
21.00,581.00,-954941.31,
21.75,581.00,-954941.31,
21.75,582.00,-1434877.37,
21.75,582.00,-956584.93,
21.75,583.00,-958228.56,
21.75,584.00,-1439808.25,
21.75,584.00,-959872.18,
21.75,584.00,-959872.18,
21.75,585.00,-1442273.62,
21.75,587.00,-964803.00,
21.75,585.00,-961515.75,
21.75,586.00,-1444739.00,
21.75,586.00,-963159.37,
21.75,586.00,-963159.37,
21.75,587.00,-1447204.50,
21.75,587.00,-964803.00,
21.75,587.00,-964803.00,
21.75,588.00,-1449669.87,
21.75,588.00,-966446.62,
21.75,589.00,-968090.25,
21.75,589.00,-1452135.37,
21.75,587.00,-964803.00,
21.75,589.00,-968090.25,
21.75,590.00,-1454600.75,
22.50,590.00,-969733.87,
22.50,591.00,-971377.50,
22.50,591.00,-1457066.12,
22.50,591.00,-971377.50,
22.50,592.00,-973021.12,
22.50,592.00,-1459531.62,
22.50,593.00,-974664.68,
22.50,594.00,-976308.31,
22.50,594.00,-1464462.50,
22.50,595.00,-977951.93,
22.50,595.00,-977951.93,
22.50,595.00,-1466927.87,
22.50,595.00,-977951.93,
22.50,596.00,-979595.56,
22.50,596.00,-979595.56,
23.25,596.00,-979595.56,
23.25,600.00,-986170.00,
24.00,598.00,-982882.81,
24.00,599.00,-984526.43,
24.75,599.00,-984526.43,
25.50,600.00,-986170.00,
25.50,602.00,-1484185.87,
25.50,601.00,-987813.62,
25.50,602.00,-1484185.87,
25.50,603.00,-991100.87,
25.50,603.00,-991100.87,
25.50,604.00,-1489116.75,
24.75,605.00,-994388.12,
24.75,606.00,-996031.75,
25.50,605.00,-1491582.12,
24.75,606.00,-996031.75,
24.75,607.00,-997675.37,
24.75,607.00,-1496513.00,
24.75,609.00,-1000962.56,
24.75,608.00,-999318.93,
24.75,609.00,-1501443.87,
24.75,609.00,-1000962.56,
24.75,610.00,-1503909.25,
24.75,610.00,-1503909.25,
24.75,611.00,-1004249.81,
24.75,612.00,-1508840.12,
24.75,612.00,-1005893.43,
25.50,612.00,-1005893.43,
25.50,613.00,-1511305.50,
25.50,614.00,-1009180.68,
25.50,614.00,-1513771.00,
25.50,615.00,-1516236.37,
25.50,618.00,-1015755.12,
25.50,615.00,-1516236.37,
25.50,616.00,-1012467.87,
25.50,617.00,-1014111.50,
25.50,617.00,-1521167.25,
25.50,618.00,-1015755.12,
25.50,618.00,-1523632.62,
25.50,616.00,-1518701.75,
25.50,619.00,-1017398.75,
25.50,620.00,-1528563.50,
25.50,620.00,-1019042.37,
25.50,620.00,-1019042.37,
26.25,622.00,-1533494.37,
26.25,622.00,-1022329.62,
27.00,622.00,-1533494.37,
27.00,623.00,-1535959.75,
27.75,624.00,-1025616.81,
27.75,624.00,-1538425.25,
27.75,625.00,-1027260.43,
27.00,627.00,-1030547.68,
27.00,626.00,-1543356.00,
27.00,627.00,-1030547.68,
27.75,628.00,-1032191.31,
27.75,629.00,-1550752.37,
27.75,629.00,-1033834.93,
28.50,630.00,-1035478.50,
28.50,630.00,-1035478.50,
28.50,631.00,-1037122.12,
28.50,632.00,-1038765.75,
28.50,633.00,-1040409.37,
28.50,634.00,-1563079.50,
28.50,634.00,-1563079.50,
28.50,635.00,-1043696.62,
28.50,639.00,-1575406.62,
28.50,636.00,-1045340.25,
28.50,637.00,-1046983.87,
28.50,638.00,-1572941.12,
28.50,638.00,-1048627.50,
28.50,639.00,-1575406.62,
29.25,639.00,-1575406.62,
28.50,640.00,-1051914.75,
28.50,641.00,-1580337.37,
28.50,642.00,-1055201.87,
